"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"53GBY8M2","journalArticle","2001","Meral, I.; Yener, Z.; Kahraman, T.; Mert, N.","Effect of <i>Nigella sativa</i> on Glucose Concentration, Lipid Peroxidation, Anti‐Oxidant Defence System and Liver Damage in Experimentally‐Induced Diabetic Rabbits","Journal of Veterinary Medicine Series A","","0931-184X","10.1046/j.1439-0442.2001.00393.x","https://onlinelibrary.wiley.com/doi/10.1046/j.1439-0442.2001.00393.x","This study was carried out to investigate whether               Nigella sativa               could decrease the lipid peroxidation, increase the anti‐oxidant defence system and also prevent the lipid‐peroxidation‐induced liver damage in experimentally induced diabetic rabbits. Fifteen New Zealand male rabbits were divided into three experimental groups: control, diabetic and diabetic and               N. sativa               ‐treated. The diabetes mellitus (DM) was induced in the rabbits using 150 mg/kg of 10% alloxan. The diabetic +                N. sativa               ‐treated group was given extract of               N. sativa               seeds orally every day for 2 months after induction of DM. At the end of the 2‐month experiment, blood samples were collected to measure malondialdehyde (MDA), glutathione (GSH), ceruloplasmin and glucose concentration, and livers were harvested for histopathological analysis. Treatment with               N. sativa               decreased the elevated glucose and MDA concentrations, increased the lowered GSH and ceruloplasmin concentrations, and prevented lipid‐peroxidation‐induced liver damage in diabetic rabbits. It was concluded that               N. sativa               might be used in diabetic patients to prevent lipid peroxidation, increase anti‐oxidant defence system activity and also prevent liver damage.","2001-12-09","2025-04-14 18:36:15","2025-04-14 18:36:15","2025-04-14 18:36:15","593-599","","10","48","","Journal of Veterinary Medicine Series A","","","","","","","","en","http://onlinelibrary.wiley.com/termsAndConditions#vor","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BTIFYKC5","journalArticle","1999","Ikenberry, G. John","Institutions, Strategic Restraint, and the Persistence of American Postwar Order","International Security","","0162-2889, 1531-4804","10.1162/isec.23.3.43","https://direct.mit.edu/isec/article/23/3/43-78/11615","","1999-01","2025-04-14 18:36:16","2025-04-14 18:36:16","2025-04-14 18:36:16","43-78","","3","23","","International Security","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KCI9IKCN","journalArticle","2017","Tuvel, Rebecca","In Defense of Transracialism","Hypatia","","0887-5367, 1527-2001","10.1111/hypa.12327","https://www.cambridge.org/core/product/identifier/S0887536700031147/type/journal_article","Former NAACP chapter head Rachel Dolezal's attempted transition from the white to the black race occasioned heated controversy. Her story gained notoriety at the same time that Caitlyn Jenner               *               graced the cover of Vanity Fair, signaling a growing acceptance of transgender identity. Yet criticisms of Dolezal for misrepresenting her birth race indicate a widespread social perception that it is neither possible nor acceptable to change one's race in the way it might be to change one's sex. Considerations that support transgenderism seem to apply equally to transracialism. Although Dolezal herself may or may not represent a genuine case of a transracial person, her story and the public reaction to it serve helpful illustrative purposes.","2017","2025-04-14 18:36:16","2025-04-14 18:36:16","2025-04-14 18:36:16","263-278","","2","32","","Hypatia","","","","","","","","en","https://www.cambridge.org/core/terms","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"789HAVUQ","journalArticle","2005","Hyde, Janet Shibley","The gender similarities hypothesis.","American Psychologist","","1935-990X, 0003-066X","10.1037/0003-066X.60.6.581","https://doi.apa.org/doi/10.1037/0003-066X.60.6.581","","2005-09","2025-04-14 18:36:17","2025-04-14 18:36:17","2025-04-14 18:36:17","581-592","","6","60","","American Psychologist","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\egarlock.UOTTAWA\Zotero\storage\C72DXQN4\Hyde - 2005 - The gender similarities hypothesis..pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2UXFGM7G","journalArticle","2015","Diamond, David M; Ravnskov, Uffe","How statistical deception created the appearance that statins are safe and effective in primary and secondary prevention of cardiovascular disease","Expert Review of Clinical Pharmacology","","1751-2433, 1751-2441","10.1586/17512433.2015.1012494","http://www.tandfonline.com/doi/full/10.1586/17512433.2015.1012494","","2015-03-04","2025-04-14 18:36:18","2025-04-14 18:36:18","2025-04-14 18:36:18","201-210","","2","8","","Expert Review of Clinical Pharmacology","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DMHKHSG5","journalArticle","2014","Fabre, Bruno; Pujari, Sidharam P.; Scheres, Luc; Zuilhof, Han","Micropatterned Ferrocenyl Monolayers Covalently Bound to Hydrogen-Terminated Silicon Surfaces: Effects of Pattern Size on the Cyclic Voltammetry and Capacitance Characteristics","Langmuir","","0743-7463, 1520-5827","10.1021/la501330j","https://pubs.acs.org/doi/10.1021/la501330j","","2014-06-24","2025-04-14 18:36:19","2025-04-14 18:36:19","2025-04-14 18:36:19","7235-7243","","24","30","","Langmuir","Micropatterned Ferrocenyl Monolayers Covalently Bound to Hydrogen-Terminated Silicon Surfaces","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E5TNI6HP","journalArticle","2016","Li, Liping; Zhang, Qiuxia; Huo, Hong; Zhou, Jianjun; Li, Lin","Glutamic acid derivatives as gelators for electrolyte of lithium ion batteries","RSC Advances","","2046-2069","10.1039/C6RA18638F","https://xlink.rsc.org/?DOI=C6RA18638F","Organic gelators were synthesized to prepare gel electrolyte with wider electrochemical stable window.           ,              Organic gelators of glutamic acid derivative were synthesized, which have been successfully used to gel commercial electrolyte for lithium ion battery. The organic gelators self-assembled to form 3D fibrillar structures with very high porosity in the electrolyte solvent. Thermal stability of the gel electrolyte increased with the length of side chain and concentration of gelators. When the side chain length of gelator was 22 carbons, the gel electrolyte could endure temperature higher than 60 °C with the addition 2 wt% gelator. The most prominent advantage of gel electrolyte over liquid electrolyte was that it could broaden the electrochemical stable window, which has potential application in high voltage lithium ion batteries. With the addition of organic gelator, conductivity of the gel electrolyte would decrease a little, but it still showed the conductivity–temperature behavior of liquid electrolyte. The cells with gel electrolyte showed similar cycling performance as those with liquid electrolyte, which indicated that the organic gelators of glutamic acid derivatives could be used in lithium ion batteries, especially in high voltage lithium ion batteries.","2016","2025-04-14 18:36:19","2025-04-14 18:36:19","2025-04-14 18:36:19","88820-88825","","91","6","","RSC Adv.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X6KT9MTC","journalArticle","2014","Li, Pei Xun; Thomas, Robert K.; Penfold, Jeffrey","Limitations in the Use of Surface Tension and the Gibbs Equation To Determine Surface Excesses of Cationic Surfactants","Langmuir","","0743-7463, 1520-5827","10.1021/la501287v","https://pubs.acs.org/doi/10.1021/la501287v","","2014-06-17","2025-04-14 18:36:20","2025-04-14 18:36:20","2025-04-14 18:36:20","6739-6747","","23","30","","Langmuir","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T4YE38B2","journalArticle","1988","Rudenski, Aram S.; Hosker, John P.; Burnett, Melanie A.; Matthews, David R.; Turner, Robert C.","The beta cell glucose stimulus-response curve in normal humans assessed by insulin and C-peptide secretion rates","Metabolism","","00260495","10.1016/0026-0495(88)90167-9","https://linkinghub.elsevier.com/retrieve/pii/0026049588901679","","1988-06","2025-04-14 18:36:20","2025-04-14 18:36:20","2025-04-14 18:36:20","526-534","","6","37","","Metabolism","","","","","","","","en","https://www.elsevier.com/tdm/userlicense/1.0/","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P3QF8LI8","journalArticle","2005","","Front cover","Physical Chemistry Chemical Physics","","1463-9076, 1463-9084","10.1039/b510365g","https://xlink.rsc.org/?DOI=b510365g","","2005","2025-04-14 18:36:21","2025-04-14 18:36:21","2025-04-14 18:36:21","2981","","16","7","","Phys. Chem. Chem. Phys.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P4IY7PG9","journalArticle","1994","Knodt, Eva","Toward a Non-Foundationalist Epistemology: The Habermas/Luhmann Controversy Revisited","New German Critique","","0094033X","10.2307/488622","https://www.jstor.org/stable/488622?origin=crossref","","1994","2025-04-14 18:36:22","2025-04-14 18:36:22","2025-04-14 18:36:22","77","","61","","","New German Critique","Toward a Non-Foundationalist Epistemology","","","","","","","","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBGPQWFB","journalArticle","1993","Klein, Donald F.","False Suffocation Alarms, Spontaneous Panics, and Related Conditions: An Integrative Hypothesis","Archives of General Psychiatry","","0003-990X","10.1001/archpsyc.1993.01820160076009","http://archpsyc.jamanetwork.com/article.aspx?doi=10.1001/archpsyc.1993.01820160076009","","1993-04-01","2025-04-14 18:36:22","2025-04-14 18:36:22","2025-04-14 18:36:22","306","","4","50","","Arch Gen Psychiatry","False Suffocation Alarms, Spontaneous Panics, and Related Conditions","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6MT3DMZ","journalArticle","1989","Nozoe, Tetsuo; Okai, Harue; Wakabayashi, Hidetsugu; Ishikawa, Sumio","Cyclohepta[ <i>b</i> ][1,4]benzoxazines 3. The Reaction of 6-Bromocyclohepta[ <i>b</i> ][1,4]benzoxazine with <i>o</i> -Aminophenol","Bulletin of the Chemical Society of Japan","","0009-2673, 1348-0634","10.1246/bcsj.62.2307","https://academic.oup.com/bcsj/article/62/7/2307/7345947","Abstract             The reaction of 6-bromocyclohepta[b][1,4]benzoxazine (19) and o-aminophenol (3) was studied and compared with that of 3-bromo-2-methoxytropone (2) with 3. 14H-[1,4]Benzoxazino[3′,2′:3,4]cyclohepta[1,2-b][1,4]benzoxazine, 10-(o-hydroxyanilino)cyclohepta[b][1,4]benzoxazine (D), 1- and 4-formylphenoxazines and their Schiff bases (C and X) were obtained in very good yields by modifying the conditions of the reaction of 19 with 3. Structures of D, C, and their isomers were determined and the possible reaction pathways for the formation of various products are discussed.","1989-07-01","2025-04-14 18:36:23","2025-04-14 18:36:23","2025-04-14 18:36:23","2307-2314","","7","62","","","","","","","","","","en","https://academic.oup.com/pages/standard-publication-reuse-rights","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
